1,"ïΩê¨27îNçëê®í≤ç∏êlå˚ìôäÓñ{èWåvÅiëçñ±è»ìùåvã«Åj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
128,"0102","27100","1","ëÂç„és",2497380,19389,18938,18820,18591,18732,18248,18242,18621,18342,17521,17630,18374,18815,19444,20009,20081,20560,20727,21758,23006,23266,23582,24643,26006,27315,28158,29173,31066,31711,32188,32387,33512,33445,32780,32474,33655,33714,34637,35041,36427,38057,40989,41576,41173,40613,39464,38610,37421,36611,29370,35483,32893,31596,30368,28730,28365,28211,26872,25139,25979,26763,27031,28877,31080,33799,36608,41704,41536,39313,23505,25490,31664,30533,32732,32313,27660,23998,24981,25679,25260,22826,20578,19524,18034,15832,13557,12692,10821,9349,8083,6431,5398,4238,3287,2472,2142,1302,967,722,502,343,243,174,82,64,25,15,5,6,4,3,28585,46.1774657272,45.7845504764,94470,90974,94272,106132,124812,152296,164598,173474,202408,181476,159070,134566,147550,182666,152732,127578,96794,54502,21826,5635,906,55,3,279716,1546382,642697,307299,82927,964,11.3300618318,62.6371164880,26.0328216802,12.4473275424,3.3590071270,0.0390473895
129,"0102","27140","1","ç‰és",822849,6567,6575,6800,7111,7130,7484,7467,7486,7820,7637,7483,7873,7957,8075,8208,8112,8007,8055,8062,7778,7860,7684,7370,7614,7473,7483,7533,7846,7938,8248,8271,8722,9142,8923,9235,9838,9964,10941,11441,12455,13049,14290,14292,14197,13702,13113,12824,12323,11933,8916,11339,10301,9776,9204,8559,8582,8454,8239,7874,8397,8851,9116,9703,10551,11734,12752,15187,15248,14429,8845,9597,12182,11316,12323,11788,10081,8242,8480,8374,8051,7406,6335,5883,5353,4704,4140,3795,3263,2875,2543,1971,1690,1285,942,809,649,424,301,231,160,118,85,50,38,24,14,8,2,2,1,1,3865,45.8285619743,45.9375428964,34183,37894,39596,40014,38001,39048,44293,54639,69530,59109,49179,41546,49955,66461,57206,43228,29681,16616,6697,1765,315,27,1,111673,485314,221997,98330,25421,343,13.6355533197,59.2580563234,27.1063903568,12.0063395622,3.1039678431,0.0418811601
130,"0102","28000","a","ï∫å…åß",5398880,40746,41463,43297,44221,45750,45655,46294,47768,47108,46850,47209,48888,50096,51271,52302,53720,53648,54448,52673,51137,50226,49381,47633,46763,46967,48294,48830,50564,51476,53063,55174,57318,58798,58582,59781,62485,64123,68125,70542,74778,79880,84829,87120,85295,83334,81145,79714,77162,76185,59776,74209,69432,67763,65781,63037,63388,65384,62805,60109,63746,65480,65781,70805,74042,79858,84555,98012,96966,92021,55306,60861,73514,69601,72854,70237,59036,50896,53251,53879,54013,48809,44002,43372,40567,36879,31596,29443,26339,22671,20447,16367,13056,10659,8507,6557,5529,3199,2560,1976,1384,895,664,424,304,143,87,39,18,11,3,6,43858,46.5315360049,47.1133589072,215477,233675,249766,265626,240970,252227,289653,340053,420458,373982,340222,315432,355966,426860,347067,271075,213629,130496,55146,14648,2430,158,6,698918,3194589,1461515,687588,202884,2594,13.0516363892,59.6559453911,27.2924182198,12.8400592939,3.7886679084,0.0484405106
131,"0102","28100","1","ê_åÀés",1480458,10898,10919,11200,11422,11885,12083,12028,12322,12272,12221,12385,12413,12934,13133,12978,13596,13652,13652,14346,15103,15182,14859,14309,13787,13845,14161,14026,14459,14578,15132,15510,16207,16567,16305,16717,17116,17798,18925,19481,20427,22063,23223,23904,23272,22765,22268,21899,20935,20516,16656,20138,19241,18684,18155,17619,17702,18239,17577,16578,17468,17610,17945,19269,20086,21516,22951,26970,26475,25210,14977,16439,20041,18922,19880,19215,16502,14118,14604,14843,14684,13984,12449,12379,11489,10145,8756,8105,7145,6131,5495,4444,3495,2806,2332,1711,1467,843,742,490,373,245,196,100,86,37,22,9,3,4,1,2,12980,46.7088978506,47.1677573442,56324,60926,63843,70349,71982,72356,81306,93747,115227,102274,93837,87564,96426,116583,94497,74751,60446,35632,14788,3915,664,39,2,181093,885068,401317,190237,55040,705,12.3404235021,60.3121818521,27.3473946458,12.9635333545,3.7506524800,0.0480416061
132,"0102","29000","a","ìﬁó«åß",1351535,9389,9439,10158,10470,10674,10807,11085,11361,11544,11572,11611,11893,12413,12680,13152,13587,13937,14142,14045,13868,13877,13419,12947,12125,12087,11819,11900,12347,12216,12456,12746,13342,13559,13416,13965,14387,14845,16084,16534,17321,18478,19839,20511,20311,19609,19270,18873,18720,18710,14375,18464,17044,16863,16252,15565,15898,16504,16057,15339,16647,17163,17317,18706,20036,21222,22529,25780,25941,24933,14274,15709,19897,19123,19953,19108,16370,13579,13976,14219,13937,12476,11299,10776,10206,9395,8227,7706,6840,5991,5408,4391,3529,2945,2290,1779,1451,930,678,506,411,256,188,123,67,33,23,14,6,2,2,1,7266,47.2694814059,48.3904061999,50130,56369,61749,69579,64455,60738,67028,79171,98748,89948,84188,80445,94444,113457,93790,72081,54152,34172,14934,3976,667,47,1,168248,788744,387277,180030,53797,715,12.5159473290,58.6745658793,28.8094867917,13.3924088110,4.0019519903,0.0531887591
133,"0102","30000","a","òaâÃéRåß",956199,6578,6683,7054,7263,7338,7424,7659,7878,7608,7840,7896,8129,8679,8863,9232,9634,9623,9868,8597,7385,7341,7303,7391,7614,7661,7620,8088,8437,8640,8743,8874,9248,9374,9328,9442,9842,9927,10915,11026,11904,12691,13543,13802,13633,13366,13000,12747,12632,12636,9766,13078,12231,12069,11969,11514,11996,12491,12049,11628,12556,12710,12642,13552,14212,15368,16281,18565,18412,17362,9840,11092,14116,13325,14047,13502,11500,10122,10760,11235,10914,10175,9419,9735,8786,7982,7300,6858,6199,5404,4835,3874,3187,2722,2017,1554,1276,791,657,444,381,199,156,94,64,37,12,9,3,4,-,-,3122,48.7344196744,50.6708594586,34916,38409,42799,45107,37310,41528,46266,53614,67035,60781,60861,60720,68484,80460,66082,54531,46097,30596,13354,3549,550,28,-,116124,541706,295247,148705,48077,578,12.1841152394,56.8375902472,30.9782945135,15.6026218238,5.0443983015,0.0606456771
134,"0102","31000","a","íπéÊåß",567993,4339,4367,4658,4661,4853,4654,4842,4927,4863,5094,4917,5138,5315,5219,5542,5525,5631,5610,5067,4380,4319,4360,4353,4510,4464,4631,4799,5025,5180,5377,5697,6024,6082,6116,6095,6631,6640,6911,7113,7376,7425,7838,7798,7615,7188,6760,6766,6593,6969,5394,6830,6712,6680,6894,6745,7114,7558,7285,7689,7898,8149,8190,8609,8922,9138,9528,10563,10597,9347,5384,6113,7109,6688,6723,6971,5937,5370,5945,6170,6348,5806,5705,5462,5361,5080,4599,4484,3874,3734,3248,2800,2245,1729,1486,1171,920,578,467,372,257,167,118,87,53,27,15,6,4,3,1,-,3277,48.2370235658,50.1035139092,22878,24380,26131,26213,22006,25012,30014,34671,37864,32482,33861,37544,43008,45419,33604,29770,27414,19939,9431,2594,452,29,-,73389,322675,168652,89629,32445,481,12.9957359097,57.1393408368,29.8649232535,15.8715177186,5.7453658122,0.0851755573
135,"0102","32000","a","ìáç™åß",687180,5221,5209,5329,5489,5569,5603,5579,5787,5801,5715,5821,5818,6071,6199,6508,6748,6779,6824,5850,4676,4590,4745,4716,4960,5174,4998,5431,5545,5844,6042,6217,6538,6711,6583,7004,7246,7476,7756,8271,8221,8788,9003,9084,8560,8126,7981,7976,7774,7878,6170,7744,7702,7856,7932,8197,8446,8960,8702,8810,9279,9423,9741,10165,10774,11551,12269,13231,13218,12808,6712,7660,8922,8864,8825,8499,7472,6888,7794,8442,8531,7999,7809,7680,7596,6918,6249,6066,5361,4787,4476,3692,2986,2539,2029,1611,1388,862,647,443,359,227,171,99,54,34,19,10,4,-,1,3,7640,49.5783000265,52.2953156823,26817,28485,30417,30877,24185,27860,33053,38970,43561,37779,39431,44197,51654,58238,42770,39127,38002,26939,12857,3699,585,34,3,85719,371567,222254,121246,44117,622,12.6142684757,54.6791947494,32.7065367749,17.8423639521,6.4921858905,0.0915325073
136,"0102","33000","a","â™éRåß",1885691,14630,14916,15424,15677,16038,16174,16167,16668,16532,16386,16524,17098,17418,18275,18312,18594,19015,19336,18982,18118,18311,17761,17146,16953,16792,17116,17455,17908,18483,18731,19502,20039,20305,20041,20368,21142,21546,22643,23717,25481,26805,28014,28392,27609,26626,25142,24448,23261,23067,18206,22728,21977,20997,21057,20233,21262,22651,22124,21667,23045,22887,22467,24720,25546,28316,29191,33985,34242,32134,20281,21868,25397,24106,24315,24550,19524,17373,18901,20013,19557,17861,16527,17164,16432,15641,13047,12676,11251,9878,9070,7211,5992,5132,3755,3043,2565,1520,1213,972,707,425,309,215,126,64,38,23,9,3,2,3,22409,47.0317150061,47.5537595116,76685,81927,87627,94045,86963,89693,100255,114529,137446,114124,106992,110749,123936,149833,120236,95368,83625,55922,25133,6977,1139,75,3,246239,1078732,538311,268242,89249,1217,13.2153372383,57.8941888560,28.8904739057,14.3962105575,4.7898815102,0.0653148584
137,"0102","33100","1","â™éRés",705613,6126,6050,6272,6254,6390,6324,6355,6507,6435,6282,6351,6468,6645,6948,6886,6895,7008,7259,7563,8006,8250,8141,7937,7507,7290,7215,7260,7507,7654,7817,8141,8400,8522,8372,8476,8792,8920,9241,9764,10311,10856,11378,11504,11173,10857,10170,9736,9164,9120,7169,9004,8550,8113,8084,7676,7939,8302,7936,7701,7900,7943,7626,8263,8477,9373,9569,11634,11570,11023,6798,7458,8437,8040,8208,8084,6355,5540,5915,6399,6144,5608,5155,5466,5231,4903,3958,3803,3321,2868,2672,2069,1725,1524,1090,915,752,436,343,277,208,111,84,76,42,20,11,8,4,1,-,-,9203,44.8235737568,44.4377820761,31092,31903,33298,36731,39125,37453,41911,47028,55768,45359,41427,39778,41682,50594,40227,30353,26363,16622,7323,2016,333,24,-,96293,426262,173855,83034,26318,357,13.8270559010,61.2084835083,24.9644605907,11.9231487199,3.7790956477,0.0512629055
138,"0102","34000","a","çLìáåß",2795626,22396,23044,24070,24324,25137,24890,25147,25194,24979,24717,24639,25250,25856,26359,26885,26584,27039,27500,27067,25741,25314,25020,24411,24581,24594,25026,26198,26574,27857,28350,29074,30036,30908,30538,31329,33121,33174,35258,36345,38940,41312,43920,44520,43201,41676,39502,38768,37431,37414,28317,35654,32928,32477,32126,31602,32128,33240,32897,31456,33434,33930,34299,37077,38136,42387,44795,50273,48443,49360,29996,32942,36910,35476,36666,35215,29566,25079,26797,27785,27313,25372,23283,22564,21159,19792,17430,17089,15132,13266,12001,10135,8218,6844,5424,4359,3592,2242,1847,1272,1028,645,468,299,174,106,64,30,22,16,-,-,21839,46.5950029689,47.0141193129,118971,124927,128989,133931,123920,134005,151885,176838,214629,181432,164787,163155,185829,222867,177209,136540,112170,74918,34980,9981,1692,132,-,372887,1630411,770489,370413,121703,1824,13.4432456421,58.7792429628,27.7775113951,13.3540535016,4.3876115938,0.0657584739
139,"0102","34100","1","çLìáés",1172808,10194,10440,10789,10924,11295,11134,11202,11081,11129,10903,10799,10960,11245,11476,11528,11333,11527,11821,11915,11615,11330,11147,10817,11098,11205,11666,12066,12297,12922,13017,13236,13738,14103,13854,14330,15307,15207,16379,16547,17852,18829,20313,20493,19914,19330,18238,17903,17129,17093,12729,16184,14503,14423,13819,13321,13308,13688,13312,12474,13114,13161,13363,14084,14455,16194,17175,19544,18679,19016,11593,12611,13982,13628,13686,13055,10832,9218,9569,9831,9529,8727,8093,7326,6550,6247,5573,5426,4699,4159,3704,3152,2532,2084,1667,1331,1124,696,592,406,295,202,160,87,51,28,24,13,6,10,-,-,13094,44.4991411676,44.4593895499,53642,55449,56008,58211,55597,61968,69261,81292,98879,83092,72250,65896,71257,86007,66962,48979,36943,23561,10766,3113,528,53,-,165099,717703,276912,123943,38021,581,14.2361823691,61.8862064268,23.8776112041,10.6873763704,3.2784807289,0.0500985588
140,"0102","35000","a","éRå˚åß",1390689,9718,9924,10504,10507,11237,11050,11405,11341,11391,11325,11555,11834,12126,12662,12837,13004,13162,13318,12384,11302,11434,11092,10875,10658,10623,10891,11185,11623,12100,12487,13163,13526,13732,13732,14027,14623,15176,15603,16831,17811,18482,19534,19798,19523,18402,17808,17359,17118,17191,12637,16343,15560,15521,15342,15511,16102,16995,17253,16550,18299,18318,18827,20484,21914,23560,25572,28534,26534,26579,16492,16893,20094,19592,20026,20307,17216,14831,15809,16691,16223,15315,14543,14059,13623,12668,10864,10484,9319,8135,7344,5989,5153,4122,3248,2566,2047,1323,1074,756,560,371,246,187,114,41,32,18,13,6,2,-,6865,49.1071769242,51.2531491003,51890,56512,61014,63170,54682,58286,68180,80044,95739,82113,78277,85199,103103,123711,96912,80770,70208,46146,21078,5760,959,71,-,169416,768793,445615,224992,74014,1030,12.2425973245,55.5556920533,32.2017106222,16.2587149811,5.3485125276,0.0744314306
141,"0102","36000","a","ìøìáåß",747141,5134,5034,5348,5424,5601,5493,5664,5718,5836,5813,5855,6145,6375,6667,6642,7041,7018,7112,6415,5845,5961,5731,5860,5920,5750,5930,6178,6414,6590,6862,7030,7498,7666,7754,7793,8091,8333,8745,8864,9492,9988,10327,10236,10147,9853,9439,9181,8979,9470,7107,9457,9038,8823,8731,8768,9181,10033,9802,9433,10584,11043,10752,11551,12061,12830,13508,14858,15451,13552,7192,8131,9704,9524,9879,9513,8422,7726,7950,8809,8353,7922,7817,7855,7312,6741,6128,5741,5056,4697,4136,3262,2735,2270,1589,1280,1014,578,526,431,262,171,127,90,41,22,15,12,7,1,-,3,7272,49.1421974701,51.3439367117,26541,28524,31684,33431,29222,31974,37741,43525,50551,44176,44817,49033,58237,64561,46751,41260,37647,25758,11136,2811,451,35,3,86749,422707,230413,119101,40194,489,11.7249134644,57.1326815963,31.1424049393,16.0975794364,5.4325833357,0.0660927813
142,"0102","37000","a","çÅêÏåß",961844,6995,7177,7566,7649,7713,8035,8036,8190,8241,8009,8467,8611,8667,9058,9187,9540,9507,9524,8618,7152,7047,6745,6858,7255,7469,7609,7910,8223,8716,8935,9341,9629,9852,9943,10191,10876,11174,11771,12409,13132,13817,14550,14535,14092,13207,12930,12354,12113,12029,8811,11950,11257,10625,10855,10521,11188,12129,11868,11460,12390,12593,12087,13708,14182,15319,16239,19126,18891,18419,10080,10682,12800,11794,12624,11982,10523,8856,9832,10313,10277,9613,8779,9339,8499,8089,7015,7004,6034,5481,5149,3905,3212,2706,2136,1680,1414,797,675,494,402,240,211,113,71,42,30,17,4,2,2,2,14652,48.1143105094,49.3339008058,37100,40511,43990,44341,35374,41393,48956,59362,70201,58237,55208,59035,67889,82755,59882,49801,44319,30683,13639,3782,677,55,2,121601,539996,285595,142958,48838,734,12.8380518417,57.0101943429,30.1517538155,15.0928217299,5.1560823993,0.0774922085
143,"0102","38000","a","à§ïQåß",1365508,9474,9825,10357,10745,10982,11088,11118,11387,11308,11311,11347,11914,12230,12509,12834,13195,13276,13679,12058,9849,10138,9766,9638,10254,10359,10490,11166,11553,11994,12199,12917,13398,13846,13841,14075,14854,15284,16003,16896,17466,18633,19349,19552,18926,18080,17466,17354,17203,16994,12975,17663,16594,16296,15992,16128,16726,17754,17445,17282,18105,18522,18300,20232,21786,22782,24289,26655,25939,24283,14972,16181,18753,16423,17986,18229,15837,14228,14481,15695,14919,14212,13492,13366,12703,11814,10728,10254,9192,8144,7183,5803,4738,3953,3048,2423,1942,1222,977,719,558,336,224,181,82,52,31,21,6,5,3,2,14462,48.7078034353,50.7002208005,51383,56212,60834,62057,50155,57402,68077,80503,94540,81992,82673,87312,101622,116138,87572,75160,65587,45501,19965,5418,875,66,2,168429,766333,416284,212574,71827,943,12.4665629446,56.7214587808,30.8119782746,15.7340312617,5.3163992936,0.0697977715
144,"0102","39000","a","çÇímåß",722728,4796,4783,5150,5129,5223,5400,5509,5629,5645,5669,5726,5859,6142,6399,6624,6713,6802,6846,6380,5599,5433,5293,5346,5015,4965,5011,5407,5568,5772,6182,6644,6755,6989,7068,7337,7231,8037,8371,8751,9515,9599,10127,10143,9998,9386,9127,8852,8488,8571,6388,8804,8575,8789,8469,8669,8850,9446,9065,9074,9555,9922,9956,10621,11469,11937,13052,14355,14216,14148,8226,8731,10676,9421,10151,9886,8738,7625,7995,8372,8227,8229,7763,8073,7413,6889,6541,6014,5561,4963,4445,3733,3118,2519,1933,1518,1298,739,660,471,321,203,161,98,70,46,26,9,9,1,2,-,5490,49.9310061653,52.4378200023,25081,27852,30750,32340,26052,27940,34793,41905,49253,41426,43306,45990,53905,63997,48865,40957,38367,27524,12821,3489,578,47,-,83683,396910,236645,123783,44459,625,11.6673963175,55.3386741918,32.9939294906,17.2582880439,6.1986397821,0.0871398336
145,"0102","40000","a","ïüâ™åß",4995297,42120,42744,43991,44079,45726,45171,45489,46105,45321,43840,43474,44695,45059,46352,47202,47665,47156,48450,51012,52501,50818,49229,47490,47023,46449,46563,47849,49218,51720,54031,56122,58620,59150,59896,60657,63076,64683,65996,67459,69495,72381,75234,75251,73479,70371,68259,67017,65010,64699,51524,62266,58820,58008,57603,57695,58766,61303,60318,58308,62302,64182,65040,70262,72423,78211,81461,90130,83989,78753,48884,50589,60998,56219,59087,59261,52323,45360,45718,47903,45690,42877,40002,38333,36995,33032,28817,27776,24622,21613,19385,16052,13454,11098,8443,6476,5307,3321,2684,2070,1494,948,687,467,301,154,78,53,30,18,7,11,39899,45.8342702241,46.1347120880,218660,225926,226782,246784,241009,249381,294445,330709,366716,316509,294392,300997,350118,383217,286154,236994,191239,122213,55523,14876,2557,186,11,671368,2991060,1292970,623599,195366,2754,13.5482155016,60.3596320618,26.0921524366,12.5842364226,3.9424885751,0.0555757580
146,"0102","40100","1","ñkã„èBés",942781,7277,7193,7471,7736,7874,7751,7893,8093,8022,7865,7864,8028,8175,8493,8562,8685,8618,9022,9016,9150,8923,8794,8150,8217,8186,8065,8287,8356,8787,9102,9552,9973,9949,10184,10133,10732,11061,11356,11422,12409,12841,13533,13435,13648,12974,12564,12631,12082,11920,9463,11542,10937,10980,10816,10873,10970,11337,11353,10744,11534,11940,12019,13253,13906,15356,16188,18224,17017,15868,10241,10510,13084,12251,12846,13400,11399,9733,9979,10798,10071,9624,8845,8519,8140,7176,6188,6115,5182,4508,4087,3272,2731,2236,1744,1318,1088,674,507,406,300,191,144,111,52,39,22,11,7,2,-,3,10853,47.5912516847,48.6568791946,37551,39624,41122,44491,42270,42597,49791,56980,66431,58660,55148,55938,66474,77538,62091,51980,42304,26080,11301,2975,537,42,3,118297,538780,274851,135222,40938,582,12.6937917951,57.8134791529,29.4927290520,14.5099192212,4.3928286305,0.0624511765
147,"0102","40130","1","ïüâ™és",1478656,13568,13496,13694,13323,13629,13502,13496,13466,13153,12583,12262,12639,12764,12855,13154,13228,13034,13563,16181,18865,18145,17805,17431,17477,16945,16918,17313,17848,18636,19501,19979,20560,20798,20736,20978,21490,22103,22446,22585,23079,24119,24735,24903,24045,23183,22664,22159,21305,21039,16767,20097,18396,17904,17557,17021,16942,17236,16703,15974,17002,17102,16869,18220,18335,19661,20557,22540,21008,19700,12403,12579,14831,13648,14134,13837,12166,10796,10512,10991,10595,9714,9194,8605,8279,7284,6193,6092,5387,4580,4229,3596,2886,2379,1804,1421,1108,754,596,437,327,203,146,100,74,29,16,13,10,2,1,1,17733,43.2447866862,42.6577320002,67710,66200,63674,74871,87803,90216,103051,111703,120985,103934,90975,83857,90187,96208,69029,55060,43076,26481,12086,3222,552,42,1,197584,957582,305757,140520,42384,595,13.5246005436,65.5463703426,20.9290291138,9.6185767491,2.9011795967,0.0407276770
148,"0102","41000","a","ç≤âÍåß",827702,6689,6972,7137,7311,7691,7603,7555,7968,7827,7656,7751,8058,8209,8510,8920,9014,9012,9253,8067,6966,6876,6856,6832,7039,7071,6999,7233,7477,7971,8247,8651,8898,9003,9028,9025,9682,9745,9801,10285,10416,10588,11082,10734,10529,10216,9972,9935,9992,10012,8542,9898,9811,9848,10040,10299,10578,11094,11061,10600,11386,11972,12028,12782,13139,13664,13825,14817,13713,12675,7692,8175,9690,9163,9672,9494,8921,7921,8067,8646,8174,8067,7703,7482,7195,6576,6221,5757,5074,4519,4186,3508,2849,2432,1740,1367,1126,704,582,399,341,193,147,84,54,41,25,8,3,8,2,2,3556,46.9027866422,48.3716540152,35800,38609,41448,42312,34674,37927,44605,49929,53149,48453,49896,54719,63585,62722,46194,41729,37023,25757,11896,3152,519,46,2,115857,479249,229040,120124,41372,567,14.0578247058,58.1509829569,27.7911923373,14.5755727747,5.0199843232,0.0687984896
149,"0102","42000","a","í∑çËåß",1365241,10388,10818,11066,11458,11539,11579,11717,11911,11789,11953,11864,12160,12578,13028,13333,13910,13978,14386,12168,9966,10304,10379,10277,10611,10456,10516,11006,11334,12246,12335,12993,13566,13690,13920,14004,14425,15107,15206,15523,16502,17271,17942,17910,17510,17083,16664,17399,16743,16988,14083,17115,16566,17070,16755,17524,18444,18718,18994,17875,19783,20394,20995,21674,22728,23555,23979,25856,24041,22556,13893,14173,17159,15662,17288,17110,15961,14434,15039,15226,14814,14679,13713,13102,13016,11370,10802,9820,8767,7910,7126,5981,4768,4112,3066,2366,1947,1258,953,702,502,342,229,153,96,43,27,12,9,6,2,2,7397,48.3328202651,50.7794332457,55269,58949,62963,64408,52027,57437,68173,76763,87716,81877,85030,93814,109346,110325,81392,75474,65880,44425,20293,5362,863,56,2,177181,776591,404072,212355,71001,921,13.0487007344,57.1929470543,29.7583522113,15.6391308574,5.2289511903,0.0678281157
150,"0102","43000","a","åFñ{åß",1771440,14733,14876,15623,15840,15999,16162,16158,16464,16022,15829,15839,16339,16499,16927,17232,17503,17768,17903,16540,14827,14859,14601,14507,14658,14585,14841,15856,16441,17070,17820,18379,19293,18867,19517,19414,20158,20623,20919,21518,22243,22571,23176,22987,22399,21320,20779,20919,20910,22264,17827,21862,21231,21194,21447,21889,22336,23719,23365,23062,24901,25329,25600,26565,27785,28370,29294,31385,29740,27974,17223,18023,21426,20186,20538,21153,19199,17724,18670,19927,18829,18511,17385,17293,16358,15168,13940,12792,11714,10484,9416,7905,6461,5406,4221,3172,2803,1680,1388,1026,696,487,355,199,137,67,45,23,12,4,2,4,5936,47.5452040890,49.2341953217,77071,80635,82836,84541,73210,82028,95470,105461,112453,102699,107623,117383,133649,135616,101326,94349,84715,58346,27165,7593,1245,86,4,240542,1014517,510445,273503,94439,1335,13.6245514029,57.4633079279,28.9121406692,15.4914970456,5.3491241028,0.0756158015
151,"0102","43100","1","åFñ{és",731935,6615,6608,6805,6816,6765,7008,6767,6990,6827,6704,6668,6908,7087,7137,7304,7581,7821,7921,7817,7834,7843,7917,7508,7671,7356,7389,7689,7848,8149,8380,8471,8800,8701,8885,8779,9070,9486,9435,9799,10294,10451,10955,10801,10460,9943,9563,9652,9608,9988,7862,9602,9195,8978,8883,9012,9016,9368,8997,8811,9401,9418,9390,9567,9889,10506,10719,11626,11152,10499,6544,6884,7921,7555,7336,7583,6833,5923,6204,6757,6309,6029,5651,5678,5296,4870,4368,4040,3666,3236,2969,2412,1986,1595,1234,964,849,493,406,320,205,144,101,54,40,24,16,5,6,-,-,2,4662,44.8513371182,44.9571055014,33609,34296,35104,38974,38295,39455,43636,48084,52610,46673,45670,45593,48770,50540,37279,32026,27524,18279,8191,2273,363,27,2,103009,447760,176504,88685,29135,392,14.1637321886,61.5669769124,24.2692908990,12.1941829272,4.0060609977,0.0538999798
152,"0102","44000","a","ëÂï™åß",1150436,8428,8809,9254,9429,9646,9741,9866,10000,9870,9899,9634,9909,10186,10426,10717,10804,10833,11198,10145,9098,8960,8789,8448,8760,9007,9185,9752,10062,10589,11076,11296,11731,12107,12034,12363,13018,13390,13802,14387,15090,15284,15642,15821,15196,14596,14048,14245,13613,14249,10317,13793,13193,13231,13087,13348,14030,15155,14603,14430,15902,16047,16146,17391,17929,19292,20047,22214,21610,20051,12178,13260,15555,14536,14980,14925,13264,11848,12605,13471,12476,12456,11649,11499,10642,10410,9210,8646,7767,6960,6064,5164,4175,3418,2577,1981,1682,1001,831,570,449,301,167,121,62,33,36,15,6,5,1,2,7190,48.4956282375,50.4983687378,45566,49376,50872,52078,43964,50664,59531,69687,76539,66472,66652,74120,86805,96100,73256,63664,56656,38647,17315,4533,684,63,2,145814,646512,350920,181564,61244,749,12.7543853204,56.5505586724,30.6950560072,15.8814463379,5.3570272715,0.0655152085
153,"0102","45000","a","ã{çËåß",1096407,8741,9206,9564,9670,9929,10118,10010,10264,10220,9889,9699,10196,10252,10689,10902,11126,11318,11650,9885,7878,8109,8002,7878,8125,8001,8438,8947,9132,9834,10065,10818,11037,11533,11715,11711,12317,12631,12815,13460,13815,14027,14593,14387,13670,13037,12765,12756,12798,13006,10061,13058,13010,13268,13089,13598,14117,14956,14568,15022,15922,16032,16402,17015,18148,18496,18880,20517,20408,18088,10730,11482,13364,12731,13555,13713,12044,11284,11833,12689,11689,11980,10999,11022,10056,9314,8635,8013,6892,6312,5616,4633,3594,2975,2448,1885,1582,965,829,575,452,270,233,128,77,34,21,10,8,3,-,-,6449,47.9417353696,50.3285342319,47110,50501,51738,51857,40115,46416,56814,65038,69714,61386,66023,74585,86093,88623,64845,59539,53371,35468,15535,4403,742,42,-,149349,618041,322568,169100,56190,784,13.7022710967,56.7031940680,29.5945348353,15.5143592689,5.1552445140,0.0719293771
154,"0102","46000","a","é≠éôìáåß",1631662,13274,13432,14141,14440,14966,14688,14762,15063,14711,14621,14530,14903,15231,15754,15842,16260,16171,16658,14616,11956,11873,11591,11711,12066,12150,12696,13267,13970,15187,14684,16217,16877,17283,17430,17563,17995,18452,18806,19290,19481,19648,20471,20161,19492,18676,18454,18532,18828,19713,16522,19492,19670,20067,19680,20906,21514,22773,22904,23504,24629,24969,25795,25290,27484,27064,27159,28927,28555,23942,15644,15786,19393,18415,19208,19752,17813,17377,17803,18457,17483,17896,16671,16614,15976,14497,14045,12421,11344,10384,8569,7501,6247,5159,4154,3119,2550,1775,1348,1007,668,438,344,220,142,75,31,20,9,8,-,3,11867,48.2036723783,50.7589010876,70253,73845,76260,75661,59391,69804,85370,94024,98448,92049,99815,115324,130602,124227,92554,88933,81654,56763,26180,7348,1219,68,3,220358,920488,478949,262168,91581,1290,13.6040671813,56.8274380400,29.5684947787,16.1852580110,5.6538636062,0.0796397075
155,"0102","47000","a","â´ìÍåß",1410487,15964,15981,16596,16647,16745,16650,16623,16683,16370,15966,15908,16092,16252,16454,16995,16765,16900,16791,15485,13942,13825,13500,13569,14051,13868,14115,14652,15506,16159,16695,17642,17688,17751,17665,17537,18482,18454,18710,19839,19927,20836,21959,21526,20530,19592,19142,19126,18832,18409,15367,17400,17296,17472,17163,17875,17317,18432,18382,17535,18617,18596,19316,19513,19398,19886,20048,17827,18346,15083,7288,8658,11279,11591,11905,12052,11370,11315,11449,10803,10954,9965,9426,8906,7942,6796,6943,6000,5502,4555,3769,3086,2682,2494,2199,1604,1345,969,794,678,487,290,262,149,84,42,35,31,17,5,4,8,8489,42.1280472583,42.1282170399,81933,82292,81701,79883,68813,77127,88283,95412,104443,90876,87206,90283,96709,78592,55485,55891,43035,26769,12065,4273,827,92,8,245926,879035,277037,142960,44034,927,17.5411091885,62.6987342350,19.7601565765,10.1968761724,3.1408033392,0.0661199231
